event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM49639,2025-04-01,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Somalia (2022-),External/Other forces,Islamic State Somalia Province,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,AFRICOM; Caasimada; Hiiraan (Somalia); Horseed Media; Puntland Post; Radio Kulmiye; Shabelle Media Network; Somali News Agency,National-Regional,"On 1 April 2025, US forces, in coordination with government security forces (SNA), conducted an airstrike targeting Islamic State Somalia Province hideout in the southeast of Bosaso, in Miraale area in Buuraha Cali Miskat (Qandala, Bari). Multiple militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1759790065
SOM49640,2025-04-02,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),Military Forces of Somalia (2022-),External/Other forces,Al Shabaab,Civilians (Somalia),Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Masjid Cali Gaduud,3.1808,46.4354,2,Al Furqaan; Baidoa News Agency; Calamada,National,"On 2 April 2025, Ethiopia security forces (non-AUSSOM), in coordination with government security forces (SNA), conducted an airstrike targeting Al Shabaab near Masjid Cali Gaduud village (Cadale, Middle Shabelle). The airstrike hit civilians in the Xagarey area, injuring at least 2.",0,,1753956296
SOM49641,2025-04-02,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-),External/Other forces,Al Shabaab,Civilians (Somalia),Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Warshiikh,2.2983,45.7980,2,Radio Kulmiye,National,"On 2 April 2025, international forces (described as allied forces, coded as Unidentified Military Forces), in coordination with government security forces (SNA), conducted an airstrike targeting Al Shabaab, but the airstrike hit civilians in Gumarey village near Warshiikh village (Balcad, Middle Shabelle). An unknown number of civilians were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1753970711
SOM49642,2025-04-03,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-),External/Other forces,Al Shabaab,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Geel Gub,2.9822,46.2872,1,Radio Kulmiye,National,"On 3 April 2025, international forces (described as allied forces, coded as Unidentified Military Forces), in coordination with government security forces (SNA), conducted an airstrike targeting Al Shabaab in Geel Gub village (Cadale, Middle Shabelle). Casualties unknown.",0,,1753970711
SOM49644,2025-04-03,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Unidentified Clan Militia (Somalia),Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Nugaal,Burtinle,,Burtinle,7.6167,47.8333,1,Puntland Post; Radio Kulmiye,National,"On 3 April 2025, unidentified clan militia blocked the main entrance roads (means unspecified) in Burtinle town (Burtinle, Nugaal) in protest against the increased vehicle taxes by the Puntland administration. The militia demanded that the local administration withdraw the excessive taxes.",0,crowd size=no report,1744085449
SOM49645,2025-04-03,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-),External/Other forces,Al Shabaab,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Bursha Shiikh,2.9373,46.0126,1,Radio Kulmiye,National,"On 3 April 2025, international forces (described as allied forces, coded as Unidentified Military Forces), in coordination with government security forces (SNA), conducted an airstrike targeting Al Shabaab in Bursha Shiikh village (Cadale, Middle Shabelle). Casualties unknown.",0,,1753970711
SOM49647,2025-04-03,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United Arab Emirates (2022-),Military Forces of Somalia (2022-) Puntland Dervish Force; Police Forces of Somalia (2022-) Puntland Maritime Police Force,External/Other forces,Islamic State Somalia Province,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Caasimada; Goobjoob; Hiiraan (Somalia); Puntland Post; Undisclosed Source,Local partner-Other,"On 3 April 2025, UAE forces in coordination with Puntland Maritime Police Force (PMPF) and Puntland Dervish Force conducted an airstrike targeting Islamic State Somalia Province bases in Miraale area in Buuraha Cali Miskat (Qandala, Bari). An unknown number of militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1759790065
SOM49659,2025-04-01,2025,1,Political violence,Battles,Armed clash,Police Forces of Somalia (2022-) Southwest Special Police Forces,,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Bay,Qansax Dheere,,Qansax Dheere,2.8712,43.0043,1,Caasimada; Hiiraan (Somalia); Radio Risala,National,"On 1 April 2025, Southwest Special Police Forces (SWSPF) ambushed Al Shabaab and engaged them in an armed clash in the vicinity of Qansax Dheere town (Qansax Dheere, Bay). At least 4 militants were killed, including 1 senior fighter.",4,,1753971829
SOM49661,2025-04-01,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Buufow Bacaad,1.7493,44.7437,2,Undisclosed Source,Local partner-Other,"On 1 April 2025, Al Shabaab ambushed government security forces (SNA) and engaged them in an armed clash between K60 and Buufow Bacaad, near Buufow Bacaad village (Marka, Lower Shabelle). 1 soldier was injured.",0,,1753971829
SOM49662,2025-04-02,2025,1,Political violence,Battles,Armed clash,Hawiye-Habar Gedir-Sacad Sub-Clan Militia (Somalia),,Identity militia,Darod-Leelkayse Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Mudug,Gaalkacyo,,Jiic boor,6.7519,47.0796,1,Caasimada; Goobjoob; Hiiraan (Somalia); Radio Dalsan; Radio Kulmiye; Radio Risala,National,"On 2 April 2025, Habar Gedir-Sacad and Leelkayse clan militia clashed in the vicinity of Jiic boor village (Gaalkacyo, Mudug) and Saaxqurun (coded separately). The motive was due to clan revenge and land dispute. At least 10 people were killed. 10 fatalities split across 2 events and coded as 5 for this event.",5,,1757377219
SOM49663,2025-04-02,2025,1,Political violence,Battles,Armed clash,Hawiye-Habar Gedir-Sacad Sub-Clan Militia (Somalia),,Identity militia,Darod-Leelkayse Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Mudug,Galdogob,,Saaxqurun,6.8246,47.1624,1,Caasimada; Goobjoob; Hiiraan (Somalia); Radio Dalsan; Radio Kulmiye; Radio Risala,National,"On 2 April 2025, Habar Gedir-Sacad and Leelkayse clan militia clashed in the vicinity of Saaxqurun village (Galdogob, Mudug) and Jiic boor (coded separately). The motive was due to clan revenge and land dispute. At least 10 people were killed. 10 fatalities split across 2 events and coded as 5 for this event.",5,,1757377219
SOM49664,2025-04-02,2025,1,Political violence,Battles,Armed clash,Hawiye-Habar Gedir-Sacad Sub-Clan Militia (Somalia),,Identity militia,Darod-Leelkayse Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Mudug,Galdogob,,Galdogob,7.0120,47.0600,2,Undisclosed Source,Local partner-Other,"On 2 April 2025, Habar Gedir-Sacad and Leelkayse clan militia clashed in the vicinity of Maygaagta village near Galdogob town (Gaalkacyo, Mudug). The motive was due to clan revenge and land dispute. 6 were killed and 7 were injured.",6,,1757377219
SOM49665,2025-04-02,2025,1,Political violence,Battles,Armed clash,Police Forces of Somalia (2022-) Southwest Special Police Forces,,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Bay,Baydhaba,,Jiiro Mad Sheeg,3.1966,43.3427,2,Undisclosed Source,Local partner-Other,"On 2 April 2025, Southwest Special Police Forces (SWSPF) ambushed Al Shabaab traveling on a motorbike and engaged them in an armed clash near Jiiro Mad Sheeg village (Baydhaba, Bay). Casualties unknown.",0,,1753971829
SOM49666,2025-04-02,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Baraawe,,Baraawe,1.1132,44.0297,2,Undisclosed Source,Local partner-Other,"On 2 April 2025, overnight, Al Shabaab launched an attack against the government security forces (SNA) and engaged them in an armed clash at a base in Buur-Colow village near Baraawe town (Baraawe, Lower Shabelle). There were no casualties.",0,,1753971829
SOM49667,2025-04-02,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Ceelasha Biyaha,2.0823,45.2102,1,Undisclosed Source,Local partner-Other,"On 2 April 2025, overnight, Al Shabaab ambushed government security forces (SNA) and engaged them in an armed clash at a checkpoint in Ceelasha Biyaha village (Afgooye, Lower Shabelle) after the militants threw a hand grenade. There were no casualties.",0,,1753971829
SOM49670,2025-04-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Al-Kowsar,3.6965,46.3835,2,Caasimada; Radio Kulmiye; Somali News Agency,National,"On 4 April 2025, government security forces (SNA) and Abgal clan militia ambushed Al Shabaab and engaged them in an armed clash in Nuur Gadow village near Al-Kowsar village (Adan Yabaal, Middle Shabelle). More than 21 militants were killed.",21,,1757377219
SOM49671,2025-04-01,2025,1,Strategic developments,Strategic developments,Arrests,Police Forces of Somalia (2022-),,State forces,Civilians (Somalia),Journalists (Somalia); Labor Group (Somalia),Civilians,State forces-Civilians,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Baidoa News Agency; Radio Kulmiye; Radio Risala,Subnational-National,"On 1 April 2025, police forces forcefully entered the 5TV headquarters and arrested 4 staff members and a journalist of the media in Mogadishu (Banadir). This is after the journalist aired a report that revealed that the Somali Police Command had declared 145 officers missing.",0,,1744085449
SOM49672,2025-04-02,2025,1,Political violence,Violence against civilians,Abduction/forced disappearance,Darod-Dhulbahante Sub-Clan Militia (Somalia),"SSC: Sool, Sanaag and Cayn Militia",Identity militia,Civilians (Somalia),Isaaq-Habar Yoonis-Muse Ismail Sub-Clan Group (Somalia); Pastoralists (Somalia),Civilians,Identity militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Sool,Xudun,,Bohol,9.3608,47.3019,1,Undisclosed Source,Local partner-Other,"On 2 April 2025, Dhulbahante clan militia and Sool, Sanaag and Cayn militia abducted 4 pastoralists, 3 men and 1 woman, from the Habar Yonis Muse-Ismail sub-clan in Bohol village (Xudun, Sool). The victims were taken to Fiqi Fuqifuliye. The militia released the woman after several hours.",0,,1757377219
SOM49678,2025-04-02,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Somalia (2022-),,State forces,Civilians (Somalia),Taxi Drivers (Somalia),Civilians,State forces-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Yaqshid,2.0678,45.3500,1,Undisclosed Source,Local partner-Other,"On 2 April 2025, a government soldier (SNA) shot and injured a tuktuk driver in Mahad-Allah area at the Aymiska neighborhood in Mogadishu - Yaqshid (Banadir).",0,,1754411191
SOM49680,2025-04-01,2025,1,Political violence,Violence against civilians,Attack,Unidentified Clan Militia (Somalia),,Identity militia,Civilians (Somalia),Unidentified Clan Group (Somalia),Civilians,Identity militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Cabudwaaq,6.1478,46.3964,1,Undisclosed Source,Local partner-Other,"On 1 April 2025, unidentified clan militias shot and killed 2 civilians from another clan in Cabudwaaq town (Cabudwaaq, Galgaduud) over clan revenge. The police arrested one of the perpetrators.",2,,1762292062
SOM49682,2025-04-03,2025,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Somalia (2022-) Jubaland Security Force,,State forces,,,,State forces only,,706,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Kismayo,-0.3603,42.5463,2,Caasimada; Hiiraan (Somalia),National,"Movement of forces: On 3 April 2025, Jubaland security forces were deployed in villages and bases near Kismayo town (Kismaayo, Lower Juba). The security forces plan to start an operation against Al Shabaab in Lower Juba and Middle Juba regions.",0,,1744085449
SOM49684,2025-04-02,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Masjid Cali Gaduud,3.1808,46.4354,1,Caasimada; Radio Kulmiye,National,"Detonation: On 2 April 2025, an IED exploded while Al Shabaab were planting the explosive devices in Masjid Cali Gaduud village (Cadale, Middle Shabelle). An unknown number of militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1753971829
SOM49693,2025-04-01,2025,1,Political violence,Explosions/Remote violence,Grenade,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Gedo,Belet Xaawo,,Belet Xaawo,3.7807,41.8943,1,Radio Kulmiye; Somali Memo,National,"On 1 April 2025, overnight, Al Shabaab threw a hand grenade against government security forces (SNA) at a checkpoint in Belet Xaawo village (Belet Xaawo, Gedo). Unspecified number of soldiers were injured. Al Shabaab claimed responsibility.",0,,1753971829
SOM49694,2025-04-02,2025,1,Strategic developments,Strategic developments,Other,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Lower Juba,Afmadow,,Afmadow,0.5172,42.0710,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 2 April 2025, Al Shabaab directed the residents of the Jiira village near Afmadow town (Afmadow, Lower Juba) to evacuate the village immediately and cease utilizing the village's four dams throughout the current Gu' rainy season.",0,,1753971829
SOM49697,2025-04-01,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Adan Yabaal,3.7742,46.2499,1,Somali Memo,National,"On 1 April 2025, an IED planted by Al Shabaab exploded, targeting government security forces (SNA) at a base in Adan Yabaal town (Middle Shabelle). 1 soldier was killed and 2 others were injured. Al Shabaab claimed responsibility.",1,,1753971829
SOM49698,2025-04-04,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Uganda),,External/Other forces,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Shalaambood,1.7087,44.6961,2,Calamada,Subnational,"On 4 April 2025, an IED planted by Al Shabaab exploded, targeting AUSSOM UPDF troops' convoy near Shalaambood village (Marka, Lower Shabelle). Al Shabaab claimed to have killed 1 soldier.",1,,1753970711
SOM49699,2025-04-04,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Buufow Bacaad,1.7493,44.7437,2,Calamada,Subnational,"On 4 April 2025, an IED planted by Al Shabaab exploded, targeting government security forces (SNA) convoy near Buufow Bacaad village (Marka, Lower Shabelle). Al Shabaab claimed to have killed 1 soldier.",1,,1753971829
SOM49700,2025-04-04,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Uganda),,External/Other forces,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,K60,1.9243,44.9231,1,Calamada,Subnational,"On 4 April 2025, an IED planted by Al Shabaab exploded, targeting AUSSOM UPDF troops convoy in the vicinity of K60 village (Afgooye, Lower Shabelle). Al Shabaab claimed to have killed 3 soldiers and 2 others were injured.",3,,1753970711
SOM49701,2025-04-01,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Nugaal,Garoowe,,Garowe,8.4064,48.4819,1,Puntland Post,National,"On 1 April 2025, residents protested in Garowe town (Garoowe, Nugaal) to support the Puntland administration operation against the Islamic State Somalia Province in Bari region (coded separately).",0,crowd size=no report,1744085449
SOM49702,2025-04-04,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Gedo,Doolow,,Doolow,4.1642,42.0794,1,Baidoa News Agency,National,"On 4 April 2025, residents protested in Doolow town (Doolow, Gedo) in response to the continued closure of the local airport for the past four months under orders from the Federal Government of Somalia. The protesters demanded that the government reopen the airport.",0,crowd size=no report,1744085449
SOM49646,2025-04-03,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Somalia (2022-) National Intelligence and Security Agency,Military Forces of Somalia (2022-),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Al-Kowsar,3.6965,46.3835,1,Caasimada; Hiiraan (Somalia); Radio Dalsan; Radio Kulmiye; Shabelle Media Network; Somali News Agency,National,"On 3 April 2025, government security forces (NISA and SNA), conducted an airstrike targeting Al Shabaab in the vicinity of Al-Kowsar village (Adan Yabaal, Middle Shabelle). 13 militants were killed.",13,,1753971829
SOM49668,2025-04-04,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Kismayo,-0.3603,42.5463,2,Caasimada; Horseed Media; Radio Kulmiye; Shabelle Media Network; Undisclosed Source,Local partner-Other,"On 4 April 2025, Jubaland security forces and government security forces (Danab) attacked Al Shabaab and engaged them in an armed clash in Qabri Shariif village near Kismayo town (Kismaayo, Lower Juba). The security forces destroyed hideouts and checkpoints. 3 militants were killed and 2 others were injured.",3,,1753971829
SOM49706,2025-04-01,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Somalia (2022-) National Intelligence and Security Agency,Military Forces of Somalia (2022-),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Bursha Shiikh,2.9373,46.0126,1,Somali News Agency,National,"On 1 April 2025, government security forces (NISA and SNA), conducted an airstrike targeting Al Shabaab in Bursha Shiikh village (Cadale, Middle Shabelle). 17 militants were killed, including senior militants.",17,,1753971829
SOM49707,2025-04-02,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Somalia (2022-) National Intelligence and Security Agency,Military Forces of Somalia (2022-),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Jowhar,,Oobaale,3.0906,45.5424,1,Somali News Agency,National,"On 2 April 2025, government security forces (NISA and SNA), conducted an airstrike targeting Al Shabaab in the vicinity of Oobaale village (Jowhar, Middle Shabelle). 7 militants were killed and 1 motorcycle was destroyed.",7,,1753971829
SOM49708,2025-04-03,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Somalia (2022-),External/Other forces,Islamic State Somalia Province,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Undisclosed Source,Local partner-Other,"On 3 April 2025, US forces, in coordination with government security forces (SNA), conducted an airstrike targeting Islamic State Somalia Province hideout in Shikshkaw within Miraale area in Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1759790065
SOM49709,2025-04-07,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Nuur Dugle,3.3869,46.6272,1,Calamada,National,"On 7 April 2025, Al Shabaab ambushed government security forces (SNA) and Abgal clan militia in the vicinity of Nuur Dugle village (Adan Yabaal, Middle Shabelle). Casualties unknown and Al Shabaab claimed responsibility.",0,,1757377219
SOM49711,2025-04-09,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Adan Yabaal,3.7742,46.2499,2,Al Furqaan; Calamada; Somali Memo,National,"On 9 April 2025, Al Shabaab ambushed government security forces (SNA) and engaged them in an armed clash near Adan Yabaal town (Adan Yabaal, Middle Shabelle). Al Shabaab claimed to have killed 4 soldiers and 8 others were injured.",4,,1753971829
SOM49713,2025-04-05,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-),External/Other forces,Al Shabaab,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Galgaduud,Ceel Dheer,,Galcad,4.0226,46.6180,1,Caasimada; Radio Kulmiye,National,"On 5 April 2025, international forces (described as allied forces, coded as Unidentified Military Forces), in coordination with government security forces (SNA), conducted an airstrike targeting Al Shabaab in Galcad village (Ceel Dheere, Galgaduud). Casualties unknown.",0,,1753970711
SOM49714,2025-04-06,2025,1,Political violence,Battles,Armed clash,Darod-Dhulbahante Sub-Clan Militia (Somalia),,Identity militia,Darod-Dhulbahante Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Sool,Laas Caanood,,Laascaanood,8.4774,47.3597,1,Undisclosed Source,Local partner-Other,"On 6 April 2025, 2 groups from Dhulbahante clan militia clashed in Laascaanood town (Laas Caanood, Sool). The clash was due to disputes over the Somali Prime Minister's planned visit to the town. Casualties unknown.",0,,1757377219
SOM49716,2025-04-05,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,Rebel group,Civilians (Somalia),,Civilians,Rebel group-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Bondhere,2.0456,45.3400,1,Al Furqaan; Caasimada; Calamada; Goobjoob; Hiiraan (Somalia); Radio Dalsan; Radio Kulmiye; Radio Risala; Shabelle Media Network; Somali Memo; Undisclosed Source,Local partner-Other,"On 5 April 2025, Al Shabaab fired 2 107mm rockets toward the Vila Somalia area, the mortars landing in civilian residence near 15 May School and in the vicinity of Daljirka Dahson near Villa Somalia in Mogadishu - Bondhere (Banadir). 1 mortar shell struck a civilian pharmacy, injuring 3 people and Al Shabaab claimed responsibility.",0,,1754411191
SOM49717,2025-04-04,2025,1,Strategic developments,Strategic developments,Agreement,Police Forces of Somalia (2022-) Puntland Maritime Police Force,Military Forces of Somalia (2022-) Puntland Dervish Force,State forces,Islamic State Somalia Province,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Undisclosed Source,Local partner-Other,"On 4 April 2025, 3 Islamic State Somalia Province militants surrendered to Puntland Maritime Police Force (PMPF) and Puntland Dervish Force in Shikshkaw within Miraale area in Buuraha Cali Miskat (Qandala, Bari).",0,,1759790065
SOM49718,2025-04-05,2025,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Somalia (2022-),,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Galgaduud,Ceel Dheer,,Gal-Libaax,3.9441,46.5735,2,Somali News Agency,National,"Property destruction: On 5 April 2025, government security forces (SNA) conducted operation targeting Al Shabaab in Jilib Qoodhiley near Gal-Libaax village (Ceel Dheer, Galgaduud), Qori Madoobe, and Cali Yabaal (coded separately). The security forces destroyed hideouts and checkpoint.",0,,1753971829
SOM49719,2025-04-05,2025,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Somalia (2022-),,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Galgaduud,Ceel Dheer,,Galcad,4.0226,46.6180,2,Somali News Agency,National,"Property destruction: On 5 April 2025, government security forces (SNA) conducted operation targeting Al Shabaab in Qori Madoobe near Galcad village (Ceel Dheer, Galgaduud), Jilib Qoodhiley, and Cali Yabaal (coded separately). The security forces destroyed hideouts and checkpoint.",0,,1753971829
SOM49720,2025-04-05,2025,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Somalia (2022-),,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Galgaduud,Ceel Dheer,,Cali Yabaal,3.9723,47.0819,1,Somali News Agency,National,"Property destruction: On 5 April 2025, government security forces (SNA) conducted operation targeting Al Shabaab in Cali Yabaal village (Ceel Dheer, Galgaduud), Qori Madoobe, and Jilib Qoodhiley (coded separately). The security forces destroyed hideouts and checkpoint.",0,,1753971829
SOM49721,2025-04-06,2025,1,Strategic developments,Strategic developments,Agreement,Al Shabaab,,Rebel group,Hawiye-Ciroole Sub-Clan Militia (Somalia),,Identity militia,Rebel group-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Baraawe,,Baraawe,1.1132,44.0297,2,Al Furqaan,National,"On 6 April 2025, Al Shabaab claimed to have reached an agreement with Ciroole clan militia in Nasrudiin village near Baraawe town (Baraawe, Lower Shabelle). The clan militia handed over camels and a goats and agreed to support the militants in their ongoing operation.",0,,1757377219
SOM49722,2025-04-06,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,Rebel group,Civilians (Somalia),,Civilians,Rebel group-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Wadajir,2.0462,45.3341,1,Al Furqaan; Caasimada; Calamada; Hiiraan (Somalia); Radio Kulmiye,National,"On 6 April 2025, Al Shabaab fired 10 mortar shells towards Aden Adde International Airport area, and neighborhoods in Mogadishu - Wadajir (Banadir) district. Some of the mortars hit civilians residences and the other mortars hit an unoccupied area near the airport. 1 civilian was injured and Al Shabaab claimed responsibility.",0,,1754411191
SOM49723,2025-04-05,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United Arab Emirates (2022-),Military Forces of Somalia (2022-) Puntland Dervish Force; Police Forces of Somalia (2022-) Puntland Maritime Police Force,External/Other forces,Islamic State Somalia Province,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Caasimada; Horseed Media; Puntland Post; Radio Dalsan,National,"On 5 April 2025, overnight, UAE forces in coordination with Puntland Maritime Police Force (PMPF) and Puntland Dervish Force conducted an airstrike targeting Islamic State Somalia Province bases in Miraale area in Buuraha Cali Miskat (Qandala, Bari). An unknown number of militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1759790065
