event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM53438,2025-11-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Puntland Dervish Force,,State forces,Islamic State Somalia Province,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Local Network,Other,"On 11 November 2025, Puntland Dervish Force clashed with Islamic State Somalia Province in Buuraha Cali Miskat (Qandala, Bari). There were no casualties.",0,,1763426485
SOM53439,2025-11-10,2025,1,Strategic developments,Strategic developments,Change to group/activity,Islamic State Somalia Province,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Bari,Qandala,,Qandala,11.4710,49.8726,2,Local Network,Other,"Movement of forces: On 10 November 2025, around 25 Islamic State Somalia Province arrived in Walinsoor village near Qandala town (Qandala, Bari). There were no casualties.",0,,1763426485
SOM53440,2025-11-10,2025,1,Political violence,Battles,Armed clash,Islamic State Somalia Province,,Rebel group,Military Forces of Somalia (2022-) Puntland Dervish Force,,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Bari,Bossaso,,Balade,11.2761,49.1640,2,Local Network,Other,"On 10 November 2025, overnight, Islamic State Somalia Province clashed with Puntland dervish forces in the Barakaalah area near Balade (Bossaso, Bari). Casualties unknown.",0,,1763426485
SOM53441,2025-11-08,2025,1,Political violence,Battles,Armed clash,Darod-Dhulbahante Sub-Clan Militia (Somalia),,Identity militia,Isaaq-Habar Jeclo Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Togdheer,Burco,,Qudbiga,8.9299,46.1640,2,Local Network,Other,"On 8 November 2025, Darod-Dhulbahante sub-clan and Isaaq-Habar Jeclo sub-clan militia clashed in near Qudbiga village (Burco, Togdheer) over a grazing land dispute. There were no casualties.",0,,1763426485
SOM53442,2025-11-08,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Xaliima Caddey,-0.6666,41.7333,1,Local Network,Other,"On 8 November 2025, Jubaland security forces and government security forces (Danab) clashed with Al Shabaab in Xaliima Caddey village (Kismaayo, Lower Juba). Casualties unknown.",0,,1763426485
SOM53443,2025-11-08,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Buulo Xaaji,-0.6320,41.9839,1,Local Network,Other,"On 8 November 2025, Jubaland security forces and Jubaland Intelligence and Security Agency (JISA) clashed with Al Shabaab on the outskirts of Buulo Xaaji village (Kismaayo, Lower Juba). There were no casualties.",0,,1763426485
SOM53444,2025-11-08,2025,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Lower Juba,Afmadow,,Dif,0.9625,41.0616,2,Local Network,Other,"Movement of forces: On 8 November 2025, Al Shabaab armed with small weapons gathered near Dif village (Afmadow, Lower Juba).",0,,1763426485
SOM53445,2025-11-08,2025,1,Strategic developments,Strategic developments,Headquarters or base established,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Lower Juba,Afmadow,,Dif,0.9625,41.0616,2,Local Network,Other,"On 8 November 2025, Al Shabaab established a checkpoint in Yara village near Dif village (Afmadow, Lower Juba). The militants ordered locals to vacate the area.",0,,1763426485
SOM53446,2025-11-10,2025,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Lower Juba,Afmadow,,Hagar,0.8700,41.9758,2,Local Network,Other,"Recruitment: On 10 November 2025, Al Shabaab recruited three youths from the Bartire clan in the Nasiriye area near Hagar town (Afmadow, Lower Juba). The new recruits were transferred to the training camp in Middle Juba.",0,,1763426485
SOM53447,2025-11-11,2025,1,Strategic developments,Strategic developments,Headquarters or base established,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Saabid,2.1311,45.0377,2,Local Network,Other,"On 11 November 2025, around 80-100 Al Shabaab were sighted near Saabid village (Afgooye, Lower Shabelle). The militants created a hideout and checkpoint in the forested area of the village.",0,,1763426485
SOM53448,2025-11-10,2025,1,Political violence,Violence against civilians,Attack,Al Shabaab,,Rebel group,Civilians (Somalia),Taxi Drivers (Somalia),Civilians,Rebel group-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Mogaambo,0.1555,42.7212,1,Local Network,Other,"On 10 November 2025, Al Shabaab assaulted a driver in Mogaambo village (Jamaame, Lower Juba). He was accused of spying for JSF, JISA, and Danab in Bula Gaduud village. Extent of injuries unknown.",0,,1763426485
SOM53449,2025-11-10,2025,1,Political violence,Violence against civilians,Attack,Al Shabaab,,Rebel group,Civilians (Somalia),,Civilians,Rebel group-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Ugunji,1.8734,44.7208,1,Local Network,Other,"On 10 November 2025, Al Shabaab beat and injured a civilian in Ugunji village (Qoryooley, Lower Shabelle). The fighter accused him of unauthorized haircut, the militants also abducted the barber. Extent of injuries unknown.",0,,1763426485
SOM53450,2025-11-10,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.5300,2,Local Network,Other,"On 10 November 2025, government security forces (SNA) clashed with Al Shabaab near Qoryooley town (Qoryooley, Lower Shabelle). There were no casualties.",0,,1763426485
SOM53451,2025-11-10,2025,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,Rebel group,,,,Rebel group only,,706,Eastern Africa,Somalia,Bay,Baydhaba,,Berdaale,3.2150,43.1983,1,Local Network,Other,"Movement of forces: On 10 November 2025, around 25 Al Shabaab arrived on the outskirts of Berdaale town (Baydhaba, Bay).",0,,1763426485
SOM53452,2025-11-10,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Dudumay,2.5777,44.7963,1,Local Network,Other,"On 10 November 2025, Hawiye-Gaaljecel sub-clan militia clashed with Rahanweyn-Digil-Shanta Caleemo sub-clan militia in Dudumay village (Wanla Weyn, Lower Shabelle) Tabelaha and Kiririyow (coded separately). The motive was due to clan revenge. The clashes continued the following day. Casualties unknown.",0,,1763426485
SOM53453,2025-11-10,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Wanla Weyne,2.6195,44.8936,2,Local Network,Other,"On 10 November 2025, Hawiye-Gaaljecel sub-clan militia and Rahanweyn-Digil-Shanta Caleemo sub-clan militia clashed in Kiririyow area near Wanla Weyne town (Wanla Weyn, Lower Shabelle), Tabelaha and Dudumay (coded separately). The motive was due to clan revenge. An unknown number of militias were injured.",0,,1763426485
SOM53454,2025-11-10,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Tabelaha,2.4930,44.9675,1,Local Network,Other,"On 10 November 2025, Hawiye-Gaaljecel sub-clan militia and Rahanweyn-Digil-Shanta Caleemo sub-clan militia clashed in Tabelaha village (Wanla Weyn, Lower Shabelle), Dudumay and Kiririyow (coded separately). The motive was due to clan revenge. 1 militia was injured.",0,,1763426485
SOM53455,2025-11-11,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Yaaq Biri Weyne,2.6295,44.6977,2,Local Network; Radio Kulmiye,Other-National,"On 11 November 2025, Hawiye-Gaaljecel sub-clan militia and Rahanweyn-Digil-Shanta Caleemo sub-clan militia clashed near Yaaq Biri Weyne village (Wanla Weyn, Lower Shabelle). The motive was due to clan revenge. 15 people were killed.",15,,1763426485
SOM53456,2025-11-11,2025,1,Strategic developments,Strategic developments,Change to group/activity,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),Identity militia,,,,Identity militia only,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Wanla Weyne,2.6195,44.8936,1,Local Network,Other,"Movement of forces: On 11 November 2025, Hawiye-Gaaljecel and Rahanweyn-Digil-Shanta Caleemo sub-clan militia were seen regrouping and receiving reinforcements in Wanla Weyne town (Wanla Weyn, Lower Shabelle).",0,,1763426485
SOM53457,2025-11-11,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Aw Guduud,2.5555,44.7932,1,Local Network,Other,"On 11 November 2025, Hawiye-Gaaljecel sub-clan militia and Rahanweyn-Digil-Shanta Caleemo sub-clan militia clashed in Aw Guduud village (Wanla Weyn, Lower Shabelle). The motive was due to clan revenge. An unknown number of militias were injured.",0,,1765244088
SOM53458,2025-11-10,2025,1,Political violence,Battles,Armed clash,Darod-Marehan Sub-Clan Militia (Somalia),,Identity militia,Hawiye-Habar Gedir-Ayr-Ayanle Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Balanbale,5.6890,45.9693,2,Local Network,Other,"On 10 November 2025, Darod-Marehan sub-clan militia and Hawiye-Habar Gedir-Ayr Ayanle sub-clan militia clashed near Balanbale village (Cabudwaaq, Galgaduud). The motive was due to clan revenge. There were no casualties.",0,,1763426485
SOM53459,2025-11-07,2025,1,Political violence,Battles,Government regains territory,Military Forces of Somalia (2022-),Hawiye-Habar Gedir Sub-Clan Militia (Somalia),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Mudug,Xarardheere,,Xarardheere,4.6517,47.8584,2,Local Network,Other,"On 7 November 2025, government security forces (SNA) and Hawiye-Habar Gedir sub-clan militia clashed with Al Shabaab in Jeexjeexa village near Xarardheere town (Xarardheere, Mudug). The security forces took control over the village from Al Shabaab (initial takeover by AS unclear). There were no casualties.",0,,1769474342
SOM53460,2025-11-11,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Labor Group (Somalia),Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Waaberi,2.0195,45.3100,1,Local Network,Other,"On 11 November 2025, Mogadishu airport workers protested inside the airport Aden Ade international airport in Mogadishu - Waaberi (Banadir) after Favori LLC laid off several of its workers. They demanded the return of their work and better salaries.",0,crowd size=no report,1763426485
SOM53461,2025-11-11,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,Police Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Daynile,2.0576,45.2853,1,Al Furqaan; Calamada; Somali Memo; Undisclosed Source,Local partner-Other,"On 11 November 2025, a remote-controlled IED planted by Al Shabaab exploded, targeting a police forces convoy passing through the Industrial Road area near Jarmal Factory neighborhood in Mogadishu - Daynile (Banadir). Al Shabaab claimed to have killed 1 police officer and injured 3 others.",1,,1763426485
SOM53462,2025-11-11,2025,1,Political violence,Battles,Armed clash,Hawiye-Gaaljecel Sub-Clan Militia (Somalia),,Identity militia,Rahanweyn-Digil-Shanta Caleemo Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Dudumay,2.5777,44.7963,1,Caasimada,National,"On 11 November 2025, for the second day, Hawiye-Gaaljecel sub-clan militia clashed with Rahanweyn-Digil-Shanta Caleemo sub-clan militia in Dudumay village (Wanla Weyn, Lower Shabelle). The motive was due to clan revenge. Casualties unknown.",0,,1763426485
SOM53463,2025-11-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Warshiikh,2.2983,45.7980,2,Radio Kulmiye,National,"On 11 November 2025, government security forces (SNA) and Hawiye-Abgal sub-clan militia clashed with Al Shabaab in Jabad Godane area near Warshiikh village (Balcad, Middle Shabelle). The forces destroyed hideouts and vehicles. An unknown number of militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1763426485
SOM53464,2025-11-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Adan Yabaal,,Adan Yabaal,3.7742,46.2499,2,Radio Kulmiye,National,"On 11 November 2025, government security forces (SNA) and Hawiye-Abgal sub-clan militia clashed with Al Shabaab in Qahiira village near Adan Yabaal town (Adan Yabaal, Middle Shabelle). There were no casualties.",0,,1763426485
SOM53465,2025-11-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Xawaadleey,2.5826,45.4894,2,Radio Kulmiye,National,"On 11 November 2025, government security forces (SNA) and Hawiye-Abgal sub-clan militia clashed with Al Shabaab in Cadow village near Xawaadleey village (Balcad, Middle Shabelle). Casualties unknown.",0,,1763426485
SOM53466,2025-11-11,2025,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State Somalia Province,,Rebel group,Civilians (Somalia),,Civilians,Rebel group-Civilians,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,1,Caasimada,National,"Looting: On 11 November 2025, significant Islamic State Somalia Province collected 'zakat' from local communities in the Buuraha Cali Miskat (Qandala, Bari). After the militants movements was observed in the area",0,,1763426485
SOM53467,2025-11-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Puntland Dervish Force,,State forces,Islamic State Somalia Province,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Bari,Bossaso,,Balade,11.2761,49.1640,2,Caasimada; Garowe Online; Hiiraan (Somalia); Radio Kulmiye,National,"On 11 November 2025, Puntland Dervish Force clashed with Islamic State Somalia Province near Balade village (Bossaso, Bari). 4 militants were killed, including an IED expert.",4,,1763426485
SOM53468,2025-11-12,2025,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Labor Group (Somalia),Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Hawl Wadaag,2.0480,45.3200,1,Shabelle Media Network,Subnational,"On 12 November 2025, business owners operating between Dabaqa Farah Ugaas and Carwo Limoon at the Bakaro market protested in Mogadishu - Hawl Wadaag (Banadir) against the government's confiscation of their land. The demanded justice for their seized property.",0,crowd size=no report,1763426485
SOM53469,2025-11-11,2025,1,Political violence,Battles,Armed clash,Dir Clan Militia (Somalia),,Identity militia,Darod-Marehan Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Hurshe,6.1201,46.3153,1,Undisclosed Source,Local partner-Other,"On 11 November 2025, Dir and Darod-Marehan sub-clan militias clashed in the Isgoyska area in the vicinity of Hurshe village (Cabudwaaq, Galgaduud). The motive was due to clan revenge. An unknown number of clan militia were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1763426485
SOM53470,2025-11-11,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency,,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Kobon,0.0356,42.7091,1,Undisclosed Source,Local partner-Other,"On 11 November 2025, Jubaland Intelligence and Security Agency (JISA-Gashan unit) conducted mortar shelling targeting Al Shabaab positions in Kobon village (Jamaame, Lower Juba) and Araara village (coded separately). Casualties unknown.",0,,1763426485
SOM53471,2025-11-11,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency,,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Araara,0.0263,42.6829,1,Undisclosed Source,Local partner-Other,"On 11 November 2025, Jubaland Intelligence and Security Agency (JISA-Gashan unit) conducted mortar shelling targeting Al Shabaab positions in Araara village (Jamaame, Lower Juba) and Kobon village (coded separately). Casualties unknown.",0,,1763426485
SOM53472,2025-11-11,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,External/Other forces,Al Shabaab,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Bangeeni,0.0500,42.7167,2,Local Network; Undisclosed Source,Local partner-Other,"On 11 November 2025, international forces (described as allied forces, coded as Unidentified Military Forces), conducted multiple air strikes targeting senior Al Shabaab commanders engaged in an operational mission in the Janala Jay area near Bangeeni village (Jamaame, Lower Juba). An unknown number of militants were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1764045690
SOM53473,2025-11-11,2025,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Political militia,Civilians (Somalia),,Civilians,Political militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Dhagahtur,2.1436,45.1165,1,Undisclosed Source,Local partner-Other,"On 11 November 2025, an unidentified man armed with an AK-47 rifle shot and killed a civilian in Dhagahtur village (Afgooye, Lower Shabelle). The motive is unknown.",1,,1763426485
SOM53474,2025-11-13,2025,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Somalia (2022-),Hawiye-Abgal Sub-Clan Militia (Somalia),State forces,,,,State forces only,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Warshiikh,2.2983,45.7980,1,Caasimada; Radio Kulmiye,National,"Movement of forces: On 13 November 2025, government security forces (SNA) and Hawiye-Abgal sub-clan militia were deployed in the vicinity of Warshiikh village (Balcad, Middle Shabelle). The security forces conducted operations targeting Al Shabaab.",0,,1763426485
SOM53475,2025-11-12,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,State forces,Military Forces of Somalia (2022-),,State forces,State forces-State forces,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Belet Weyne,4.7360,45.2043,1,Local Network; Undisclosed Source,Local partner-Other,"On 12 November 2025, a government soldier (NISA) shot and killed another soldier (SNA-Gorgor unit) at the Ceel Jaale neighborhood in Belet Weyne town (Belet Weyne, Hiraan) The motive was due to unknown dispute. The police arrested the perpetrator.",1,,1763426485
SOM53476,2025-11-12,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,State forces,Military Forces of Somalia (2022-),,State forces,State forces-State forces,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Hodan,2.0376,45.3058,1,Undisclosed Source,Local partner-Other,"On 12 November 2025, 2 government soldiers (SNA) clashed at the Banadir Junction Road in Seybiano neighborhood in Mogadishu - Hodan (Banadir). The motive was due to unknown dispute. 1 soldier and 3 civilian bystanders were injured.",0,,1763426485
SOM53477,2025-11-12,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Janaale,1.8000,44.7000,1,Al Furqaan; Calamada; Somali Memo; Undisclosed Source,Local partner-Other,"On 12 November 2025, overnight, Al Shabaab clashed with government security forces (SNA) at a defensive base in the vicinity of Janaale town (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1763426485
SOM53478,2025-11-12,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Uganda),,External/Other forces,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Janaale,1.8000,44.7000,1,Al Furqaan; Calamada; Somali Memo; Undisclosed Source,Local partner-Other,"On 12 November 2025, overnight, Al Shabaab clashed with AUSSOM UPDF troops at a forward operation base in Janaale town (Marka, Lower Shabelle). The clash was initiated with RPGs. There were no casualties. Al Shabaab claimed responsibility.",0,,1763426485
SOM53479,2025-11-12,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-),,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.5300,1,Al Furqaan; Calamada; Local Network; Somali Memo; Undisclosed Source,Local partner-Other,"On 12 November 2025, overnight, Al Shabaab clashed with government security forces (SNA) at a defensive base in Qoryooley town (Qoryooley, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1763426485
SOM53480,2025-11-12,2025,1,Political violence,Battles,Armed clash,Al Shabaab,,Rebel group,AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Uganda),,External/Other forces,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.5300,1,Al Furqaan; Calamada; Local Network; Somali Memo; Undisclosed Source,Local partner-Other,"On 12 November 2025, Al Shabaab clashed with AUSSOM UPDF troops at a forward operation base in Qoryooley town (Qoryooley, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1763426485
SOM53481,2025-11-13,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,Rebel group,Military Forces of Somalia (2022-) Jubaland Security Force,,State forces,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Bar-Sanguun,-0.0416,42.5945,1,Calamada; Undisclosed Source,Local partner-Other,"On 13 November 2025, an IED planted by Al Shabaab exploded, targeting a Jubaland security forces convoy in the vicinity of Bar-Sanguun village (Jamaame, Lower Juba). 3 soldiers were killed and another was injured. Al Shabaab claimed responsibility.",3,,1764045690
SOM53482,2025-11-13,2025,1,Political violence,Violence against civilians,Attack,Hawiye-Hawadle-Yaber Dige Sub-Clan Militia (Somalia),,Identity militia,Civilians (Somalia),Hawiye-Hawadle-Yaber Dige Sub-Clan Group (Somalia),Civilians,Identity militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Belet Weyne,4.7360,45.2043,1,Local Network; Radio Kulmiye,Other-National,"On 13 November 2025, Hawiye-Hawadle-Yaber Dige sub-clan attacked civilians form the same clan in Goodir hotel in Belet Weyene town (Belet Weyne, Hiraan). The groups opposed the inauguration of a new clan elder for the sub-clan. 1 civilian was killed and 4 others were injured.",1,,1763426485
SOM53483,2025-11-13,2025,1,Political violence,Battles,Armed clash,Dir Clan Militia (Somalia),,Identity militia,Darod-Marehan Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Cabudwaaq,6.1478,46.3964,2,Local Network,Other,"On 13 November 2025, Dir clan militia clashed with Marehan clan militia in Huljirka and Lantadheer villages near Cabudwaaq town (Cabudwaaq, Galgaduud) over a longstanding land dispute. There were no casualties.",0,,1763426485
SOM53484,2025-11-13,2025,1,Political violence,Battles,Armed clash,Dir Clan Militia (Somalia),,Identity militia,Darod-Marehan Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Hurshe,6.1201,46.3153,2,Local Network,Other,"On 13 November 2025, a Dir clan militia clashed with a Marehan clan militia near Hurshe village (Cabudwaaq, Galgaduud) over a longstanding land dispute. There were no casualties.",0,,1763426485
SOM53485,2025-11-13,2025,1,Political violence,Battles,Armed clash,Darod-Marehan Sub-Clan Militia (Somalia),,Identity militia,Hawiye-Habar Gedir-Ayr Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Cabudwaaq,6.1478,46.3964,1,Local Network,Other,"On 13 November 2025, a Darod-Marehan Sub-Clan Militia and Hawiye-Habar Gedir-Ayr Sub-Clan Militia clashed near Garsaale village in Cabudwaaq town (Cabudwaaq, Galgaduud), resulting in injuries to the militias. Extent of injuries unknown.",0,,1763426485
SOM53486,2025-11-13,2025,1,Strategic developments,Strategic developments,Agreement,Hawiye-Hawadle Sub-Clan Militia (Somalia),,Identity militia,Hawiye-Habar Gedir-Ayr Sub-Clan Militia (Somalia),,Identity militia,Identity militia-Identity militia,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Matabaan,5.1994,45.5252,1,Local Network,Other,"On 13 November 2025, a Hawadle clan militia and an Ayr clan militia reached an agreement to end the hostilities in Matabaan town (Belet Weyne, Hiraan).",0,,1763426485
SOM53487,2025-11-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-) Special Forces,External/Other forces,Al Shabaab,,Rebel group,Rebel group-External/Other forces,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Araara,0.0263,42.6829,1,Local Network,Other,"On 13 November 2025, international forces (coded as Unidentified Military Forces) and government security forces (Danab) launched an airstrike against Al Shabaab in Araara village (Jamaame, Lower Juba). More than 15 Al Shabaab were killed, including the head of Zakawaat for the Jamaame district.",15,,1763426485
SOM53488,2025-11-13,2025,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,State forces,Al Shabaab,,Rebel group,State forces-Rebel group,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Jamaame,0.0692,42.7382,2,Local Network,Other,"On 13 November 2025, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Jamaame town (Jamaame, Lower Juba). Casualties unknown.",0,,1764045690
SOM53489,2025-11-12,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,State forces,Civilians (Somalia),,Civilians,State forces-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Gedo,Belet Xaawo,,Belet Xaawo,3.7807,41.8943,1,Local Network,Other,"On 12 November 2025, government security forces (NISA) opened heavy gunfire on civilians in Belet Xaawo town (Belet Xaawo, Gedo). 5 civilians were injured, including children and women.",0,,1763426485
